n,run,theta_NO,theta_BH,t_NO,t_BH
10,84,2.1400046534836292e-05,0.0003573999274522066,0.0013277999823912978,0.00019090005662292242
10,85,2.1900050342082977e-05,0.000380899989977479,0.0015020000282675028,0.0002362999366596341
10,86,2.3300061002373695e-05,0.0003795999800786376,0.0012030999641865492,0.0003434000536799431
10,87,2.2499938495457172e-05,0.00037810008507221937,0.0010507000843062997,0.0005167999770492315
10,88,2.1300045773386955e-05,0.0003755999496206641,0.0011460999958217144,0.00023490004241466522
10,89,2.220005262643099e-05,0.0003809001063928008,0.0009979000315070152,0.0003481000894680619
10,90,2.2900057956576347e-05,0.0003757000667974353,0.0012153999414294958,0.0004368999507278204
10,91,2.1900050342082977e-05,0.00037969998084008694,0.00122079998254776,0.00039870000910013914
10,92,2.2500054910779e-05,0.0003755999496206641,0.001128499978221953,0.00024880003184080124
10,93,2.150004729628563e-05,0.00037999998312443495,0.001061099930666387,0.00032540003303438425
10,94,2.259993925690651e-05,0.00037869997322559357,0.0015281999949365854,0.00037949997931718826
10,95,2.1399930119514465e-05,0.0003755000652745366,0.000974500086158514,0.00028659997042268515
10,96,2.1799933165311813e-05,0.000381799996830523,0.0011140999849885702,0.00013609998859465122
10,97,2.189993392676115e-05,0.0003782000858336687,0.0012648000847548246,0.0003205999964848161
10,98,2.1700048819184303e-05,0.0003744000568985939,0.0012426999164745212,0.000492400024086237
10,99,2.2099935449659824e-05,0.000380899989977479,0.001469200011342764,0.00038430001586675644
40,0,7.379997987300158e-05,0.002280800021253526,0.027104799984954298,0.004522799979895353
40,1,0.00017779995687305927,0.002489500096999109,0.03729090001434088,0.00569219992030412
40,2,8.040003012865782e-05,0.002397299977019429,0.03282789990771562,0.018108800053596497
40,3,7.98000255599618e-05,0.0020551000488922,0.029460799996741116,0.005877200048416853
40,4,7.299997378140688e-05,0.0020667999051511288,0.030135300010442734,0.008665800094604492
40,5,7.469998672604561e-05,0.002034400007687509,0.027022699941881,0.00413949997164309
40,6,7.730000652372837e-05,0.002015099977143109,0.02691190002951771,0.003655300009995699
40,7,7.429998368024826e-05,0.002009000047110021,0.026203200104646385,0.004475199966691434
40,8,7.459998596459627e-05,0.0020094000501558185,0.026073499931953847,0.005906199919991195
40,9,7.409998215734959e-05,0.0019878000020980835,0.02905419992748648,0.006577200023457408
40,10,7.369997911155224e-05,0.0020475999917834997,0.026147900032810867,0.005900499993003905
40,11,7.339997682720423e-05,0.002019600011408329,0.028362000011838973,0.006446999963372946
40,12,7.420009933412075e-05,0.002007500035688281,0.029341999907046556,0.005695699946954846
40,13,7.409998215734959e-05,0.0020866000559180975,0.02835919999051839,0.007126700016669929
40,14,7.720000576227903e-05,0.002070800052024424,0.032078900025226176,0.006057700025849044
40,15,7.349997758865356e-05,0.002047999994829297,0.03182090003974736,0.006279199966229498
40,16,7.43999844416976e-05,0.0020304000936448574,0.026362599921412766,0.005543800070881844
40,17,7.259997073560953e-05,0.002136500086635351,0.02488830010406673,0.0038304999470710754
40,18,7.27000879123807e-05,0.0020004999823868275,0.02628329989966005,0.004151900066062808
40,19,7.720000576227903e-05,0.0021117000142112374,0.030272800009697676,0.007199399988166988
40,20,7.539999205619097e-05,0.002089100074954331,0.02684950002003461,0.007233800017274916
40,21,7.539999205619097e-05,0.002095600008033216,0.027748299995437264,0.006401500082574785
40,22,7.539999205619097e-05,0.002053300035186112,0.02765419997740537,0.005811800016090274
40,23,7.54999928176403e-05,0.002067800029180944,0.03163199999835342,0.008494199952110648
40,24,7.399998139590025e-05,0.002898199949413538,0.029552499996498227,0.004510700004175305
40,25,7.559999357908964e-05,0.002028099959716201,0.028208600007928908,0.005690300022251904
40,26,7.469998672604561e-05,0.002076999982818961,0.031539699994027615,0.003296300070360303
40,27,7.569999434053898e-05,0.0020452000899240375,0.026854700059629977,0.004982499987818301
40,28,7.770000956952572e-05,0.0020396000472828746,0.03202169993892312,0.008621699991635978
40,29,7.369997911155224e-05,0.002027900074608624,0.025901900022290647,0.007481799926608801
40,30,7.559999357908964e-05,0.002046000096015632,0.027729400084353983,0.006769599975086749
40,31,7.850001566112041e-05,0.001998299965634942,0.028628499945625663,0.0044469001004472375
40,32,7.379997987300158e-05,0.002011299948208034,0.02543050004169345,0.0062070999993011355
40,33,7.54999928176403e-05,0.0020321999909356236,0.028685100027360022,0.006813899963162839
40,34,7.459998596459627e-05,0.0020219000289216638,0.02786579995881766,0.008636599988676608
40,35,7.349997758865356e-05,0.002010999945923686,0.02709550003055483,0.006558499997481704
40,36,7.259997073560953e-05,0.0020430999575182796,0.03251980000641197,0.004811599967069924
40,37,0.00012630003038793802,0.0020453999750316143,0.02840399998240173,0.002938500023446977
40,38,7.309997454285622e-05,0.0020487000001594424,0.029075399972498417,0.006075199926272035
40,39,7.309997454285622e-05,0.002032599993981421,0.02754340006504208,0.005752299912273884
40,40,7.51999905332923e-05,0.002036699908785522,0.02756509999744594,0.005709300050511956
40,41,7.309997454285622e-05,0.002027499955147505,0.030172300059348345,0.00430120003875345
40,42,7.16999638825655e-05,0.0020354000153020024,0.029110000003129244,0.0067156999139115214
40,43,7.619999814778566e-05,0.002065100008621812,0.026606200030073524,0.003863200079649687
40,44,7.850001566112041e-05,0.0020317999878898263,0.03169829992111772,0.004963599960319698
40,45,7.639999967068434e-05,0.002446700003929436,0.029554800014011562,0.0032799000618979335
40,46,7.219996768981218e-05,0.002053799922578037,0.030851999996230006,0.006881100009195507
40,47,7.51999905332923e-05,0.0020215000258758664,0.029859500005841255,0.005402300041168928
40,48,7.43999844416976e-05,0.0020189000060781837,0.026448699994944036,0.004355999990366399
40,49,7.269997149705887e-05,0.0020366000244393945,0.025315299979411066,0.006368499947711825
40,50,7.379997987300158e-05,0.0019939999328926206,0.026040000026114285,0.0036010000621899962
40,51,7.299997378140688e-05,0.001962000038474798,0.028264999971725047,0.005065400036983192
40,52,7.419998291879892e-05,0.0020301000913605094,0.0258158000651747,0.006204099976457655
40,53,7.479998748749495e-05,0.0020349000114947557,0.028782100067473948,0.0070958000142127275
40,54,7.389998063445091e-05,0.0020305999787524343,0.02838150004390627,0.004846600000746548
40,55,7.51999905332923e-05,0.0020409999415278435,0.027069600066170096,0.005817799945361912
40,56,7.489998824894428e-05,0.002061899984255433,0.026146300020627677,0.00611910002771765
40,57,7.509998977184296e-05,0.003709399956278503,0.027281599934212863,0.006634899997152388
40,58,7.860001642256975e-05,0.002184899989515543,0.023914100020192564,0.006809400045312941
40,59,7.569999434053898e-05,0.002030199975706637,0.02529379993211478,0.0064561000326648355
40,60,7.509998977184296e-05,0.0020271000685170293,0.02853910007979721,0.006001699948683381
40,61,7.459998596459627e-05,0.0020454999757930636,0.026546399923972785,0.006331700016744435
40,62,7.670000195503235e-05,0.0019980999641120434,0.02630470006261021,0.005103499977849424
40,63,7.280008867383003e-05,0.002134599955752492,0.02867189992684871,0.005313800065778196
40,64,7.229996845126152e-05,0.002020500018261373,0.028295300086028874,0.006098699988797307
40,65,7.27999722585082e-05,0.0020327999955043197,0.02948539995122701,0.004406000021845102
40,66,7.399998139590025e-05,0.002010400057770312,0.03008830000180751,0.004964900086633861
40,67,7.489998824894428e-05,0.00199859996791929,0.026165599934756756,0.005382300005294383
40,68,7.479998748749495e-05,0.0019996999762952328,0.027854899992235005,0.004358700010925531
